Encoder,Video Number,Resolution,Distortion Level,MOS,path
H264,2,1080p,2,35.8,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/02/1920x1080_2.mp4
H264,2,1080p,3,45.29,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/02/1920x1080_3.mp4
H264,2,1080p,4,72.47,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/02/1920x1080_4.mp4
VP9,2,1080p,1,39.72,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/02/1920x1080_1.mp4
VP9,2,1080p,2,65.79,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/02/1920x1080_2.mp4
VP9,2,1080p,3,73.08,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/02/1920x1080_3.mp4
VP9,2,1080p,4,77.77,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/02/1920x1080_4.mp4
AVS2,2,1080p,1,51.63,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/02/1920x1080_1.mp4
AVS2,2,1080p,2,74.22,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/02/1920x1080_2.mp4
AVS2,2,1080p,3,81.69,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/02/1920x1080_3.mp4
AVS2,2,1080p,4,80.78,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/02/1920x1080_4.mp4
AV1,2,1080p,1,65.84,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/02/1920x1080_1.mp4
AV1,2,1080p,2,80.57,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/02/1920x1080_2.mp4
AV1,2,1080p,3,78.23,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/02/1920x1080_3.mp4
AV1,2,1080p,4,86.81,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/02/1920x1080_4.mp4
HEVC,3,1080p,1,7.31,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/03/1920x1080_1.mp4
HEVC,3,1080p,2,22.92,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/03/1920x1080_2.mp4
HEVC,3,1080p,3,57.87,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/03/1920x1080_3.mp4
HEVC,3,1080p,4,73.65,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/03/1920x1080_4.mp4
H264,3,1080p,1,10.43,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/03/1920x1080_1.mp4
H264,3,1080p,2,29.1,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/03/1920x1080_2.mp4
H264,3,1080p,3,44.29,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/03/1920x1080_3.mp4
H264,3,1080p,4,73.99,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/03/1920x1080_4.mp4
VP9,3,1080p,1,29.18,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/03/1920x1080_1.mp4
VP9,3,1080p,2,52.32,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/03/1920x1080_2.mp4
VP9,3,1080p,3,66.3,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/03/1920x1080_3.mp4
VP9,3,1080p,4,77.86,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/03/1920x1080_4.mp4
AVS2,3,1080p,1,15.88,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/03/1920x1080_1.mp4
AVS2,3,1080p,2,33.84,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/03/1920x1080_2.mp4
AVS2,3,1080p,3,54.08,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/03/1920x1080_3.mp4
AVS2,3,1080p,4,79.46,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/03/1920x1080_4.mp4
AV1,3,1080p,1,59.85,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/03/1920x1080_1.mp4
AV1,3,1080p,2,85.97,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/03/1920x1080_2.mp4
AV1,3,1080p,3,84.04,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/03/1920x1080_3.mp4
AV1,3,1080p,4,90.3,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/03/1920x1080_4.mp4
HEVC,4,1080p,1,9.27,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/04/1920x1080_1.mp4
HEVC,4,1080p,2,24.99,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/04/1920x1080_2.mp4
HEVC,4,1080p,3,56.09,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/04/1920x1080_3.mp4
HEVC,4,1080p,4,82.11,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/04/1920x1080_4.mp4
H264,4,1080p,1,10.99,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/04/1920x1080_1.mp4
H264,4,1080p,2,31.27,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/04/1920x1080_2.mp4
H264,4,1080p,3,48.5,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/04/1920x1080_3.mp4
H264,4,1080p,4,77.33,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/04/1920x1080_4.mp4
VP9,4,1080p,1,30.5,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/04/1920x1080_1.mp4
VP9,4,1080p,2,58.91,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/04/1920x1080_2.mp4
VP9,4,1080p,3,67.17,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/04/1920x1080_3.mp4
VP9,4,1080p,4,78.48,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/04/1920x1080_4.mp4
AVS2,4,1080p,1,16.86,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/04/1920x1080_1.mp4
AVS2,4,1080p,2,36.57,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/04/1920x1080_2.mp4
AVS2,4,1080p,3,62.17,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/04/1920x1080_3.mp4
AVS2,4,1080p,4,82.97,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/04/1920x1080_4.mp4
AV1,4,1080p,1,48.68,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/04/1920x1080_1.mp4
AV1,4,1080p,2,75.64,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/04/1920x1080_2.mp4
AV1,4,1080p,3,81.52,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/04/1920x1080_3.mp4
AV1,4,1080p,4,83.9,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/04/1920x1080_4.mp4
HEVC,5,1080p,1,7.22,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/05/1920x1080_1.mp4
HEVC,5,1080p,2,26.39,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/05/1920x1080_2.mp4
HEVC,5,1080p,3,48.92,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/05/1920x1080_3.mp4
HEVC,5,1080p,4,74.1,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/05/1920x1080_4.mp4
H264,5,1080p,1,12.65,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/05/1920x1080_1.mp4
H264,5,1080p,2,33.91,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/05/1920x1080_2.mp4
H264,5,1080p,3,48.54,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/05/1920x1080_3.mp4
H264,5,1080p,4,66.3,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/05/1920x1080_4.mp4
VP9,5,1080p,1,38.73,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/05/1920x1080_1.mp4
VP9,5,1080p,2,63.87,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/05/1920x1080_2.mp4
VP9,5,1080p,3,69.0,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/05/1920x1080_3.mp4
VP9,5,1080p,4,78.47,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/05/1920x1080_4.mp4
AVS2,5,1080p,1,15.75,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/05/1920x1080_1.mp4
AVS2,5,1080p,2,31.31,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/05/1920x1080_2.mp4
AVS2,5,1080p,3,55.57,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/05/1920x1080_3.mp4
AVS2,5,1080p,4,62.44,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/05/1920x1080_4.mp4
AV1,5,1080p,1,56.94,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/05/1920x1080_1.mp4
AV1,5,1080p,2,75.12,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/05/1920x1080_2.mp4
AV1,5,1080p,3,76.54,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/05/1920x1080_3.mp4
AV1,5,1080p,4,82.13,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/05/1920x1080_4.mp4
HEVC,6,1080p,1,3.78,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/06/1920x1080_1.mp4
HEVC,6,1080p,2,25.34,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/06/1920x1080_2.mp4
HEVC,6,1080p,3,62.97,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/06/1920x1080_3.mp4
HEVC,6,1080p,4,76.89,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/06/1920x1080_4.mp4
H264,6,1080p,1,14.1,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/06/1920x1080_1.mp4
H264,6,1080p,2,44.33,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/06/1920x1080_2.mp4
H264,6,1080p,3,61.27,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/06/1920x1080_3.mp4
H264,6,1080p,4,77.92,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/06/1920x1080_4.mp4
VP9,6,1080p,1,60.63,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/06/1920x1080_1.mp4
VP9,6,1080p,2,63.64,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/06/1920x1080_2.mp4
VP9,6,1080p,3,77.45,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/06/1920x1080_3.mp4
VP9,6,1080p,4,76.38,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/06/1920x1080_4.mp4
AVS2,6,1080p,1,12.51,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/06/1920x1080_1.mp4
AVS2,6,1080p,2,23.28,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/06/1920x1080_2.mp4
AVS2,6,1080p,3,51.2,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/06/1920x1080_3.mp4
AVS2,6,1080p,4,75.75,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/06/1920x1080_4.mp4
AV1,6,1080p,1,64.96,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/06/1920x1080_1.mp4
AV1,6,1080p,2,80.69,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/06/1920x1080_2.mp4
AV1,6,1080p,3,80.22,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/06/1920x1080_3.mp4
AV1,6,1080p,4,86.13,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/06/1920x1080_4.mp4
HEVC,7,1080p,1,9.12,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/07/1920x1080_1.mp4
HEVC,7,1080p,2,31.32,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/07/1920x1080_2.mp4
HEVC,7,1080p,3,66.16,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/07/1920x1080_3.mp4
HEVC,7,1080p,4,79.77,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/07/1920x1080_4.mp4
H264,7,1080p,1,6.65,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/07/1920x1080_1.mp4
H264,7,1080p,2,24.8,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/07/1920x1080_2.mp4
H264,7,1080p,3,47.55,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/07/1920x1080_3.mp4
H264,7,1080p,4,71.77,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/07/1920x1080_4.mp4
VP9,7,1080p,1,20.97,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/07/1920x1080_1.mp4
VP9,7,1080p,2,49.62,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/07/1920x1080_2.mp4
VP9,7,1080p,3,66.56,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/07/1920x1080_3.mp4
VP9,7,1080p,4,76.61,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/07/1920x1080_4.mp4
AVS2,7,1080p,1,15.14,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/07/1920x1080_1.mp4
AVS2,7,1080p,2,35.34,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/07/1920x1080_2.mp4
AVS2,7,1080p,3,67.24,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/07/1920x1080_3.mp4
AVS2,7,1080p,4,78.88,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/07/1920x1080_4.mp4
AV1,7,1080p,1,36.8,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/07/1920x1080_1.mp4
AV1,7,1080p,2,67.74,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/07/1920x1080_2.mp4
AV1,7,1080p,3,85.35,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/07/1920x1080_3.mp4
AV1,7,1080p,4,89.43,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/07/1920x1080_4.mp4
HEVC,8,1080p,1,6.1,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/08/1920x1080_1.mp4
HEVC,8,1080p,2,14.06,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/08/1920x1080_2.mp4
HEVC,8,1080p,3,39.32,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/08/1920x1080_3.mp4
HEVC,8,1080p,4,75.9,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/08/1920x1080_4.mp4
H264,8,1080p,1,3.61,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/08/1920x1080_1.mp4
H264,8,1080p,2,19.73,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/08/1920x1080_2.mp4
H264,8,1080p,3,37.56,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/08/1920x1080_3.mp4
H264,8,1080p,4,83.17,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/08/1920x1080_4.mp4
VP9,8,1080p,1,28.08,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/08/1920x1080_1.mp4
VP9,8,1080p,2,66.51,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/08/1920x1080_2.mp4
VP9,8,1080p,3,77.35,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/08/1920x1080_3.mp4
VP9,8,1080p,4,84.61,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/08/1920x1080_4.mp4
AVS2,8,1080p,1,10.78,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/08/1920x1080_1.mp4
AVS2,8,1080p,2,20.32,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/08/1920x1080_2.mp4
AVS2,8,1080p,3,46.99,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/08/1920x1080_3.mp4
AVS2,8,1080p,4,78.02,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/08/1920x1080_4.mp4
AV1,8,1080p,1,44.85,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/08/1920x1080_1.mp4
AV1,8,1080p,2,80.16,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/08/1920x1080_2.mp4
AV1,8,1080p,3,85.79,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/08/1920x1080_3.mp4
AV1,8,1080p,4,91.74,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/08/1920x1080_4.mp4
HEVC,9,1080p,1,11.25,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/09/1920x1080_1.mp4
HEVC,9,1080p,2,37.45,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/09/1920x1080_2.mp4
HEVC,9,1080p,3,66.43,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/09/1920x1080_3.mp4
HEVC,9,1080p,4,70.57,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/09/1920x1080_4.mp4
H264,9,1080p,1,14.73,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/09/1920x1080_1.mp4
H264,9,1080p,2,32.57,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/09/1920x1080_2.mp4
H264,9,1080p,3,49.21,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/09/1920x1080_3.mp4
H264,9,1080p,4,73.83,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/09/1920x1080_4.mp4
VP9,9,1080p,1,38.99,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/09/1920x1080_1.mp4
VP9,9,1080p,2,68.09,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/09/1920x1080_2.mp4
VP9,9,1080p,3,75.33,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/09/1920x1080_3.mp4
VP9,9,1080p,4,78.38,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/09/1920x1080_4.mp4
AVS2,9,1080p,1,25.61,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/09/1920x1080_1.mp4
AVS2,9,1080p,2,40.81,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/09/1920x1080_2.mp4
AVS2,9,1080p,3,54.92,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/09/1920x1080_3.mp4
AVS2,9,1080p,4,73.37,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/09/1920x1080_4.mp4
AV1,9,1080p,1,66.67,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/09/1920x1080_1.mp4
AV1,9,1080p,2,75.71,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/09/1920x1080_2.mp4
AV1,9,1080p,3,84.78,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/09/1920x1080_3.mp4
AV1,9,1080p,4,85.1,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/09/1920x1080_4.mp4
HEVC,10,1080p,1,7.74,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/10/1920x1080_1.mp4
HEVC,10,1080p,2,37.84,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/10/1920x1080_2.mp4
HEVC,10,1080p,3,65.21,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/10/1920x1080_3.mp4
HEVC,10,1080p,4,76.7,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/10/1920x1080_4.mp4
H264,10,1080p,1,8.02,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/10/1920x1080_1.mp4
H264,10,1080p,2,27.85,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/10/1920x1080_2.mp4
H264,10,1080p,3,58.77,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/10/1920x1080_3.mp4
H264,10,1080p,4,72.86,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/10/1920x1080_4.mp4
VP9,10,1080p,1,40.69,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/10/1920x1080_1.mp4
VP9,10,1080p,2,61.49,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/10/1920x1080_2.mp4
VP9,10,1080p,3,74.34,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/10/1920x1080_3.mp4
VP9,10,1080p,4,77.76,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/10/1920x1080_4.mp4
AVS2,10,1080p,1,12.96,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/10/1920x1080_1.mp4
AVS2,10,1080p,2,29.66,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/10/1920x1080_2.mp4
AVS2,10,1080p,3,55.1,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/10/1920x1080_3.mp4
AVS2,10,1080p,4,70.14,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/10/1920x1080_4.mp4
AV1,10,1080p,1,46.06,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/10/1920x1080_1.mp4
AV1,10,1080p,2,73.86,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/10/1920x1080_2.mp4
AV1,10,1080p,3,74.2,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/10/1920x1080_3.mp4
AV1,10,1080p,4,82.6,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/10/1920x1080_4.mp4
HEVC,11,1080p,1,1.91,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/11/1920x1080_1.mp4
HEVC,11,1080p,2,22.01,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/11/1920x1080_2.mp4
HEVC,11,1080p,3,58.42,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/11/1920x1080_3.mp4
HEVC,11,1080p,4,76.97,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/11/1920x1080_4.mp4
H264,11,1080p,1,3.38,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/11/1920x1080_1.mp4
H264,11,1080p,2,21.82,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/11/1920x1080_2.mp4
H264,11,1080p,3,43.47,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/11/1920x1080_3.mp4
H264,11,1080p,4,77.78,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/11/1920x1080_4.mp4
VP9,11,1080p,1,25.82,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/11/1920x1080_1.mp4
VP9,11,1080p,2,58.51,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/11/1920x1080_2.mp4
VP9,11,1080p,3,80.18,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/11/1920x1080_3.mp4
VP9,11,1080p,4,83.87,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/11/1920x1080_4.mp4
AVS2,11,1080p,1,7.91,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/11/1920x1080_1.mp4
AVS2,11,1080p,2,24.25,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/11/1920x1080_2.mp4
AVS2,11,1080p,3,63.97,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/11/1920x1080_3.mp4
AVS2,11,1080p,4,83.96,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/11/1920x1080_4.mp4
AV1,11,1080p,1,45.49,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/11/1920x1080_1.mp4
AV1,11,1080p,2,76.07,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/11/1920x1080_2.mp4
AV1,11,1080p,3,77.97,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/11/1920x1080_3.mp4
AV1,11,1080p,4,89.89,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/11/1920x1080_4.mp4
HEVC,12,1080p,1,8.65,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/12/1920x1080_1.mp4
HEVC,12,1080p,2,26.3,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/12/1920x1080_2.mp4
HEVC,12,1080p,3,56.08,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/12/1920x1080_3.mp4
HEVC,12,1080p,4,76.69,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/12/1920x1080_4.mp4
H264,12,1080p,1,9.11,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/12/1920x1080_1.mp4
H264,12,1080p,2,32.77,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/12/1920x1080_2.mp4
H264,12,1080p,3,47.19,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/12/1920x1080_3.mp4
H264,12,1080p,4,77.91,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/12/1920x1080_4.mp4
VP9,12,1080p,1,33.78,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/12/1920x1080_1.mp4
